comments,condition,difficulty,id,images,imageset,length,worker,description,image,time
,time,2.0,3WMOAN2SRFU1H5NDZCUFOBQ9THDNVJ,D,D,1.0,ACSS93E03ZUGX,A man is standing on a tennis court holding a raquet and a ball.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,14046
,time,2.0,3WMOAN2SRFU1H5NDZCUFOBQ9THDNVJ,D,D,1.0,ACSS93E03ZUGX,A closeup of a blue and red bike is shown with a large fountain behind it.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,18599
,time,2.0,3WMOAN2SRFU1H5NDZCUFOBQ9THDNVJ,D,D,1.0,ACSS93E03ZUGX,A blue shopping cart is on a street next to a yellow fire hydrant.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,16655
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,three players in pink colour dress and ready to play volley ball,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,51026
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,a man wearing black dress and white cap feeding some birds joyfully,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,35638
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,black horse and white horse are riding with two men at the ground ,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,41519
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,new married couples wearing white dress and having a bouquet with her,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,62734
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,beautiful mirror building having a clock and very nice looking on seeing two clocks,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,63871
,comprehensive,2.0,3PMBY0YE2B0KTUDJ7LG5GI703LH9C8,A,A,1.0,A1Q0KGPCD263MD,refrigerator contains some more things which are eatables and the door is opened,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,44549
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,A man and a young boy are sitting on a blue couch playing video games.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,30607
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,"A bald man is sitting on a wooden bench holding leashes for two dogs.  One dog is sitting in front of him, the other dog is behind him.",https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,36913
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,A group of bicyclists are crossing a street in a line in front of a stopped car.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,25926
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,A police officer on a horse is talking to a police officer who is standing on the street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,24366
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,An artifact that looks like an old brown vase is on display in a case in a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,36673
,time,3.0,3MTMREQS4ZF7CBTTGIU6O7PN1JIAWY,B,B,2.0,A4W9APAHFWVLO,A red smart car is parked on the side of the street next to a meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,23479
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,A young white woman wearing a camouflage vest and a U.S. shoulder patch is facing a small group of people and speaking to a brown-skinned boy aged 2 to 3 who is holding a large stuffed animal. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,162864
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,Young people in casual athletic clothing are playing a game on a large green field with trees in the background and twenty or so other people on the sidelines.  One female player has just fallen to the ground.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,145227
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,A bearded white man in his late twenties is holding a frisbee near a sign for a disc golf station in an area with pine trees and shrubs.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,111521
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,A man in casual athletic clothing is standing on a tennis court while holding a racket in one hand and a ball in the other.  Another ball is bouncing off the court.  The man is grimacing.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,109565
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,A parked bicycle has an umbrella strapped to the top bar in an urban setting.  Rain is falling.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,59332
,comprehensive,2.0,3PWWM24LHWV7H72750LL49337ON82A,D,D,3.0,A1FGKIKJYSL1MI,A Rite Aid shopping cart is on a grassy curb strip behind a fire hydrant.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,42374
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,Three men are in line to receive rewards at a sports competition.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,35660
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,A man sits on a bench feeding a flock of pigeons.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,26417
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,Two police officers are riding horses on the grass ,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,71515
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,The bride and groom exit the wedding to a crowd cheering them on.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,66151
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,A huge statue clock sits beautifully in front of the skyscraper,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,54134
,time,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ380Q,A,A,1.0,A13V6ZYVF3A7EW,The refrigerator door is open and full of food.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,60079
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,some men fetching a buffalo with a rope on the ground,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,27607
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,people enjoying in the red colour bus with joyfully and the bus is covered with multi colour cloth,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,45943
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,red colour motor bike is parked in the greenish garden,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,35326
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,a clock is fitted at the top of the pillar and looks very beautifully,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,52263
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,white colour dress weared lady is ready to play with a bat,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,49629
,essential,2.0,30BUDKLTXHSGP5VL0M9JUQ2121CE5G,C,C,1.0,A1Q0KGPCD263MD,some men in the coat near the court and a lady in black coat with umbrella,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,41377
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,"Three men in pink uniforms are standing beside each other in a gym, each holding a purple and yellow striped ball.",https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,39223
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,A smiling man is sitting on a park bench surrounded by pigeons as he feeds them.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,61731
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,A white horse and a black horse both rear up on their hind legs as fancily dressed people sit on their backs.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,49379
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,"A bride and groom descend an outdoor staircase that is lined by smiling people, some clapping and one taking pictures.",https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,61738
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,A clock on a tower by a building shows the time as 3:23.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,58744
,comprehensive,2.0,3HHRAGRYXC2L2JAMXQPWBI1HSZ19O6,A,A,2.0,A3OLRWACCCCUTU,An open refrigerator door shines light into a dark room.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,24706
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,Three members of a volleyball team are standing on a blue court.  They are all wearing pink uniforms and holding a blue and yellow striped ball.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,41116
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,"An older Asian man is sitting on a wooden park bench.  He is wearing a white hat with a red ""B"" on it and a black leather jacket.  He is feeding a large group of pigeons who have gathered around him.",https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,58355
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,Two men wearing blue and white costumes with large hats are riding horses in a park.  Both horses are standing on their hind legs.  One of the horses is black and the other horse is white.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,54260
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,A bride and groom are walking down the stairs with their friends and family lining both sides.  The bride and groom are both dressed in all white and holding hands.  The bride is also holding flowers.  The people around them are clapping and taking pictures.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,57137
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,A large analog clock sits on top of a building column in front of a tall office building with a lot windows.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,42398
,essential,2.0,3OVHNO1VEAY94D1ABF5FDCRB3OKZDG,A,A,3.0,A4W9APAHFWVLO,"A refrigerator door has been left open and there is a dog sitting on a dog bed on the bottom shelf of the refrigerator.  The top shelves are filled food and drinks.  The lights in the kitchen are turned off, so that the refrigerator light is the only light in the room.",https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,88633
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,The stubborn bull is being pulled upon by the men.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,47078
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,Gay pride is in full effect as people in the crowd cheer.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,78319
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,The moped sits abandoned in front of a sign that says White Mountain National Forest,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,70119
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,Barron trees overlap street signs and the Ellicott City clock.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,70821
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,Serena Williams smiles and holds her tennis racket.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,31849
,comprehensive,3.0,3J88R45B2KVTOF4LF68PGLSP97PXPV,C,C,1.0,A13V6ZYVF3A7EW,Graduation day commences as two women hold umbrellas.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,74390
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,An adult and a child hold video game controllers,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,51143
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,A man sits on a bench with two dogs in the grass near him,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,33007
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,Five bicyclists cross the street at a stop light,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,40803
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,One police officer rides a horse while another is on a motorcycle in the street,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,20573
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,An ancient urn has artwork of horses and people on the side,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,35766
n,essential,2.0,3KMS4QQVK6NBD2GK2KXVEX6JBSOKFR,B,B,2.0,A207IHY6GERCFO,A very short car is parked next to a parking meter,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,97065
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,A man and a child are sitting on a blue couch holding a steering wheel video game controller.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,31310
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,A man holding a camera is sitting on a wooden park bench with a brown and white dog in front of him and a black and white dog behind him.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,37124
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,Give cyclists are crossing the street in front of a stopped gray vehicle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,37327
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,A police officer on a horse is next to a police officer on a motorcycle with a crowd of people behind them.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,26831
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,People on a horse drawn carriage are seen on a vase which is displayed behind glass in a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,33783
,comprehensive,3.0,34QN5IT0T3O0LXZTQDH7LLAOAQ608L,B,B,2.0,AVFHRN0S32V2H,A red and black smart car is parked in front of a parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,25683
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,A group of men stand outside by a cow that has a rope attached to it.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,43303
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,A large group of people on the top of a double decker bus wave to people on the street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,53016
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,A red motorcycle is parked on the side of a road lined with foliage.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,21279
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,An outdoor clock sits in front of an overpass on a sunny day.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,33935
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,A female tennis player holds her racket as she stands on the court.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,26198
,time,4.0,333U7HK6IDCJ4YW6TT2TPI3LKQ9JDH,C,C,2.0,A3OLRWACCCCUTU,Older adults in caps and gowns stand outside with one person holding a big umbrella.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,40167
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,Six men are in a grassy area with a residential building surrounded by a stone wall in the background.  The men are holding two ropes that are tied to a small shaggy yak or ox. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,139938
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,A double-decker bus with the label Dame Flora Robson is on a street. The upper level of the bus is full of people. The bus has a large rainbow flag on the side and a banner that reads LBGT and Friends Social Group.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,101251
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,A motorcycle is parked on the side of a road lined with trees with forested hills or mountains in the distance.  A sign on the side of the road reads White Mountain National Forest.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,64458
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,An old-fashioned tall clock and streetlight are on a cobblestone sidewalk. Above the clockface is a label reading Ellicott City.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,128538
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,A black female tennis player in a white skirted playing outfit is standing on a grass court with spectactors and cameramen behind her.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,99440
,control,2.0,39ZSFO5CACT5L07SFOSIZI796Q4JUR,C,C,3.0,A1FGKIKJYSL1MI,Six people in formal academic clothing -- black robes and doctoral hoods -- are outside a brick building.  Some are holding umbrellas.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,85281
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A woman attempting to comfort a crying child holding a bear.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,12506
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A bunch of people playing sports on a large field.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,10947
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A man holding a Frisbee by a trail sign.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,22144
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A male tennis player bouncing a ball in a court.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,15339
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A bicycle with an umbrella attached to it sitting under an umbrella.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,19967
,comprehensive,1.0,39LNWE0K4YT9QPNMX67INHS9TBFIUE,D,D,1.0,A1FP3SH704X01V,A shopping cart parked along sign a fire hydrant. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,17895
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,The guys are narrowly focused on playing the video game.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,79720
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,It is picture day for the two beautiful dogs and their owner.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,57917
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,Five bikers are riding briskly across the street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,52075
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,Two police officers stop for a chat as a crowd lines up behind them. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,55647
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,The gorgeous vase sits on display in a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,50223
,essential,2.0,3G2UL9A02HBRZUGPIX5IGMOKC9N676,B,B,1.0,A13V6ZYVF3A7EW,A tiny car is parked directly in front the parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,51552
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Three men standing in a gym with pink uniforms on,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,69812
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Man sitting on a bench covered with birds,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,37040
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Two men in cowboy hats on horses in a fence ,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,59915
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Asian man and woman walking down stairs from a church in all white,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,73423
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Building with glass windows and a symbol of a clock on the front of the building,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,42080
,time,3.0,3U0SRXB7CH29OY6WQSP5NE168B6NRW,A,A,3.0,A10BH9PYCYUKDJ,Refrigerator door open and a white dog sitting on one of the shelves,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,31736
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,A woman soldier is giving a white teddy bear stuff animal to a boy who appears to be very sad and distraught about something.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,47135
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,"An asian femal soccer player is running on a soccer field while another female player is on the ground, evidently she had fallen down.",https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,55033
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,A man with a beard in his mid twenties wearing sunglasses is holding a frisbee. It appears that he is playing frisbee golf.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,43411
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,A man is playing tennis during a tournament.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,17463
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,A red umbrella is attached to a blue bicycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,29926
,control,1.0,3RU7GD8VPSQLSYIMLW22HDBXUSTSPO,D,D,2.0,ALML8V38FDV0,An empty grocery cart is sitting on a tree lawn next to a yellow fire hydrant.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,34318
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,A soldier comforting a crying child in a crowd. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,29068
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,"Females on a field playing a sport, one is on the ground. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,22303
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,"A man outdoors, holding a frisbee up next to a sign. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,30147
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,"A man on a tennis court, with a ball in one hand and a racket in the other. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,21895
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,A bike next to a fountain with water pouring down. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,22387
,time,3.0,30LSNF239YS06DEKEMXCHYXH9OQI2X,D,D,2.0,ARLGZWN6W91WD,A yellow fire hydrant next to an abandoned shopping cart. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,24421
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A man and a boy are sitting down and playing a video game.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,42385
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A man with a camera is sitting on a bench with two dogs sitting on the ground by him.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,25116
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A group of cyclist are riding across an intersection while a car waits.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,22308
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A police officer on horseback talks to another police officer standing next to his motorcycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,29443
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A Greek vase is displayed inside of a glass case.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,34357
,comprehensive,1.0,3A4NIXBJ7AWS3IQJ97D9ON37WX1LM5,B,B,1.0,A3A8P4UR9A0DWQ,A Smart car is parked next to a parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,22908
